Student_ID,Age,Gender,Marital_Status,Course_Chosen,Application_Mode,Residence_Location,Parental_Education,Parental_Income_Level,Employment_Status,Socioeconomic_Level,Study_Career,Attendance,Grade_0_10,Approval_Ratio,Semester_Average_Grade,Retention,Unemployment_Rate,Inflation_Rate,Regional_GDP,Year,Soc_Num
STUD_338,23,Male,Divorced,Journalism,In-person,Suburban,Master,118048.0,Unemployed,Low,Science,83.9,4.84287893,0.14,0.43,1,5,2.5,25000,2019,1
STUD_324,25,Female,Married,Social Service,Referral,Suburban,Bachelor,115662.0,Part-time,Medium,Arts,70.3,4.894243186666667,0.29,0.69,1,5,2.5,25000,2019,2
STUD_422,20,Male,Married,Journalism,Referral,Suburban,Master,46269.0,Employed,Low,Engineering,82.6,6.3816038850000005,0.0,2.43,0,5,2.5,25000,2021,1
STUD_144,26,Male,Widowed,Nursing,Online,Urban,Master,115986.0,Employed,High,Engineering,83.3,5.753297001666668,3.0,2.19,0,5,2.5,25000,2019,3
STUD_43,19,Female,Married,Management,In-person,Urban,Bachelor,77635.0,Employed,Medium,Arts,63.8,3.5255201633333333,6.0,5.111311858,0,5,2.5,25000,2020,2
STUD_292,22,Male,Widowed,Management,Online,Urban,High School,75721.0,Unemployed,Medium,Engineering,80.6,3.54518379,0.71,0.7,0,5,2.5,25000,2017,2
STUD_173,46,Female,Single,Management,In-person,Urban,Master,49650.0,Part-time,Low,Science,84.5,3.402916205,1.4,0.5,0,5,2.5,25000,2019,1
STUD_52,28,Female,Married,Journalism,In-person,Rural,Bachelor,74208.0,Unemployed,High,Engineering,83.0,6.325308265,1.67,3.12,0,5,2.5,25000,2019,3
STUD_435,30,Male,Single,Nursing,In-person,Suburban,Master,55743.0,Unemployed,High,Engineering,93.5,4.97985445,0.67,0.27,1,5,2.5,25000,2020,3
STUD_165,26,Male,Divorced,Agronomy,Referral,Urban,PhD,100999.0,Employed,Low,Business,66.2,4.914391523333333,0.67,0.1,0,5,2.5,25000,2020,1
STUD_190,23,Male,Single,Education,Referral,Urban,PhD,113307.0,Employed,High,Business,92.6,3.423233648333333,0.33,2.47,0,5,2.5,25000,2021,3
STUD_318,29,Male,Divorced,Agronomy,In-person,Rural,PhD,25304.0,Part-time,Medium,Arts,84.7,5.91597491,2.0,2.78,1,5,2.5,25000,2021,2
STUD_495,25,Male,Widowed,Technologies,In-person,Urban,Master,55260.0,Employed,High,Arts,85.8,6.528347011666666,1.0,0.61,0,5,2.5,25000,2018,3
STUD_107,27,Male,Married,Design,Referral,Suburban,PhD,98331.0,Unemployed,Medium,Arts,73.9,4.159808245,0.67,1.29,1,5,2.5,25000,2017,2
STUD_342,18,Female,Widowed,Technologies,Referral,Urban,Bachelor,96750.0,Unemployed,Medium,Science,73.8,4.710663926666666,0.0,2.85,1,5,2.5,25000,2019,2
STUD_349,30,Male,Widowed,Journalism,In-person,Urban,PhD,114314.0,Unemployed,Medium,Business,78.2,4.434178713333334,1.2,0.37,0,5,2.5,25000,2019,2
STUD_3,29,Male,Widowed,Journalism,In-person,Urban,PhD,10360.5,Employed,High,Business,72.9,1.66707457,0.43,2.29,1,5,2.5,25000,2021,3
STUD_448,22,Female,Divorced,Journalism,Referral,Urban,High School,31342.0,Part-time,Medium,Science,60.8,3.5281897150000003,3.0,2.59,1,5,2.5,25000,2019,2
STUD_51,23,Male,Widowed,Education,In-person,Suburban,High School,28275.0,Part-time,Low,Business,61.5,4.246455073333333,0.0,3.38,1,5,2.5,25000,2020,1
STUD_49,18,Male,Married,Design,Online,Rural,Bachelor,99315.0,Employed,Low,Engineering,70.3,6.564193005,1.17,3.42,0,5,2.5,25000,2019,1
STUD_55,25,Male,Married,Journalism,In-person,Suburban,Bachelor,53106.0,Employed,Low,Science,72.4,5.051913591666667,0.67,0.05,1,5,2.5,25000,2021,1
STUD_135,20,Female,Married,Journalism,Online,Rural,PhD,23953.0,Unemployed,Medium,Engineering,91.8,5.560857733333333,0.67,1.67,1,5,2.5,25000,2017,2
STUD_313,22,Female,Widowed,Technologies,In-person,Rural,Bachelor,70468.0,Employed,High,Business,82.5,6.2431420683333325,0.8,3.55,0,5,2.5,25000,2021,3
STUD_217,30,Male,Widowed,Agronomy,Referral,Urban,Bachelor,60945.0,Employed,Low,Science,60.5,3.3754006649999995,1.25,1.54,1,5,2.5,25000,2017,1
STUD_468,20,Female,Widowed,Design,Online,Suburban,Master,73091.0,Part-time,High,Business,68.6,6.504460441666668,2.0,0.19,1,5,2.5,25000,2021,3
STUD_69,29,Male,Single,Agronomy,Referral,Urban,Bachelor,58492.0,Part-time,Low,Engineering,98.3,5.811654361666666,1.0,0.64,0,5,2.5,25000,2020,1
STUD_131,21,Female,Widowed,Education,Online,Rural,Master,93556.0,Part-time,High,Science,95.8,6.058239016666667,0.71,2.61,0,5,2.5,25000,2020,3
STUD_295,27,Male,Married,Design,Referral,Suburban,Master,92554.0,Part-time,Low,Business,79.2,4.401058676666667,2.0,1.06,1,5,2.5,25000,2021,1
STUD_253,21,Female,Divorced,Management,Online,Rural,Bachelor,29288.0,Unemployed,High,Science,92.1,3.7606713783333334,0.38,0.7,1,5,2.5,25000,2017,3
STUD_455,24,Female,Widowed,Social Service,Online,Rural,Bachelor,90041.0,Unemployed,Medium,Science,68.3,3.36633175,0.75,0.3,0,5,2.5,25000,2021,2
STUD_158,19,Female,Married,Social Service,In-person,Urban,PhD,98993.0,Unemployed,High,Business,61.2,5.966597443333334,1.0,2.14,0,5,2.5,25000,2019,3
STUD_291,26,Female,Widowed,Nursing,In-person,Rural,Bachelor,48983.0,Unemployed,High,Business,86.1,6.4645057150000005,0.17,3.29,0,5,2.5,25000,2018,3
STUD_472,25,Male,Single,Agronomy,In-person,Rural,PhD,89348.0,Employed,Low,Engineering,87.0,5.787224345,1.0,2.33,1,5,2.5,25000,2018,1
STUD_386,25,Male,Divorced,Technologies,Referral,Urban,High School,21167.0,Part-time,High,Engineering,91.1,4.795968215,2.0,2.2,0,5,2.5,25000,2018,3
STUD_58,19,Female,Divorced,Social Service,Referral,Rural,Bachelor,58019.0,Part-time,Low,Science,75.3,5.2098522633333335,1.0,0.82,1,5,2.5,25000,2019,1
STUD_60,20,Male,Widowed,Design,Referral,Urban,High School,117554.0,Employed,High,Business,63.5,6.036573245,0.75,2.02,1,5,2.5,25000,2017,3
STUD_88,26,Female,Married,Journalism,Referral,Rural,Bachelor,70732.0,Unemployed,High,Business,98.0,4.158954313333333,1.5,3.49,0,5,2.5,25000,2020,3
STUD_473,24,Female,Divorced,Social Service,Online,Suburban,Bachelor,63393.0,Part-time,High,Science,65.4,4.56472908,2.0,0.61,0,5,2.5,25000,2017,3
STUD_99,25,Male,Widowed,Journalism,Referral,Rural,Master,101476.0,Employed,Medium,Business,68.6,5.722159353333334,2.0,1.12,0,5,2.5,25000,2019,2
STUD_420,44,Male,Widowed,Management,In-person,Rural,High School,45905.0,Unemployed,Medium,Science,80.0,6.503173593333333,0.8,1.52,0,5,2.5,25000,2017,2
STUD_416,23,Male,Married,Design,In-person,Urban,Bachelor,61205.0,Part-time,Medium,Arts,98.8,4.742124775,1.0,2.01,0,5,2.5,25000,2018,2
STUD_276,27,Female,Married,Nursing,Referral,Urban,Master,54120.0,Part-time,Low,Arts,73.8,4.014090478333333,,4.719212907,1,5,2.5,25000,2017,1
STUD_486,21,Female,Single,Journalism,Online,Urban,High School,84248.0,Employed,Medium,Engineering,84.4,4.1463131083333336,2.33,1.55,1,5,2.5,25000,2021,2
STUD_450,21,Female,Widowed,Management,In-person,Urban,High School,69977.0,Unemployed,Medium,Arts,66.3,4.414499963333333,3.5,3.64,0,5,2.5,25000,2021,2
STUD_8,19,Female,Married,Nursing,Referral,Rural,Bachelor,10360.5,Part-time,High,Science,97.6,1.66707457,3.0,0.3,0,5,2.5,25000,2017,3
STUD_199,18,Male,Divorced,Technologies,In-person,Urban,PhD,78848.0,Unemployed,Low,Arts,74.1,4.551366356666667,0.0,0.55,0,5,2.5,25000,2019,1
STUD_497,21,Female,Widowed,Education,Online,Urban,Bachelor,26517.0,Part-time,Low,Science,80.1,4.688009061666667,0.33,2.63,0,5,2.5,25000,2018,1
STUD_12,18,Male,Widowed,Technologies,In-person,Suburban,PhD,10360.5,Employed,Low,Arts,81.1,1.66707457,2.33,0.3,0,5,2.5,25000,2021,1
STUD_265,18,Male,Divorced,Education,Referral,Suburban,PhD,96701.0,Unemployed,High,Arts,69.9,5.473503968333333,0.0,1.61,1,5,2.5,25000,2019,3
STUD_354,26,Female,Widowed,Agronomy,In-person,Rural,Bachelor,99622.0,Employed,Low,Science,75.1,6.05010854,0.88,3.89,0,5,2.5,25000,2018,1
STUD_92,18,Male,Single,Journalism,Online,Urban,High School,54911.0,Part-time,Medium,Science,68.5,4.4658175516666665,1.6,1.6,0,5,2.5,25000,2018,2
STUD_229,28,Male,Widowed,Social Service,Referral,Rural,Bachelor,75387.0,Unemployed,Low,Arts,64.1,3.4442595783333334,1.0,1.19,0,5,2.5,25000,2021,1
STUD_279,19,Female,Single,Technologies,In-person,Suburban,PhD,35558.0,Part-time,Medium,Arts,86.9,5.134460993333333,0.25,0.83,1,5,2.5,25000,2018,2
STUD_10,19,Male,Widowed,Technologies,In-person,Rural,High School,10360.5,Unemployed,Medium,Business,99.3,1.66707457,0.71,3.26,0,5,2.5,25000,2018,2
STUD_439,24,Male,Married,Social Service,In-person,Urban,Bachelor,57875.0,Part-time,High,Arts,72.9,6.570277965,1.5,0.62,1,5,2.5,25000,2020,3
STUD_290,30,Male,Widowed,Design,In-person,Rural,High School,54235.0,Part-time,Low,Arts,69.9,5.117779489999999,1.5,2.24,1,5,2.5,25000,2017,1
STUD_167,21,Female,Divorced,Management,In-person,Urban,Bachelor,115205.0,Part-time,High,Engineering,71.7,4.1945705816666665,0.5,2.07,0,5,2.5,25000,2020,3
STUD_141,25,Male,Single,Education,In-person,Rural,Bachelor,104316.0,Employed,Medium,Science,90.6,3.88760893,1.6,2.14,1,5,2.5,25000,2020,2
STUD_429,27,Female,Divorced,Design,Online,Urban,Master,97570.0,Employed,High,Arts,91.4,3.914000245,2.5,0.45,1,5,2.5,25000,2020,3
STUD_124,29,Female,Widowed,Nursing,Referral,Urban,Bachelor,117861.0,Employed,Low,Science,94.5,5.936683105,0.86,2.65,1,5,2.5,25000,2020,1
STUD_121,22,Male,Married,Education,Online,Suburban,Bachelor,49092.0,Part-time,High,Science,89.7,3.767722306666667,0.67,1.5,0,5,2.5,25000,2021,3
STUD_305,29,Male,Widowed,Design,Referral,Rural,Bachelor,68915.0,Employed,High,Arts,91.3,4.797008295,3.5,2.33,0,5,2.5,25000,2020,3
STUD_27,24,Female,Married,Design,Online,Urban,High School,31900.0,Employed,High,Arts,62.9,5.104181171666667,0.25,0.84,0,5,2.5,25000,2017,3
STUD_33,23,Male,Single,Education,Referral,Rural,Bachelor,112168.0,Part-time,Low,Science,77.4,6.238418623333334,0.2,2.15,0,5,2.5,25000,2018,1
STUD_270,29,Female,Single,Management,In-person,Urban,Master,72870.0,Part-time,High,Engineering,74.2,5.691784615,0.71,0.26,1,5,2.5,25000,2020,3
STUD_244,22,Female,Widowed,Management,In-person,Urban,PhD,40872.0,Part-time,High,Engineering,78.8,4.652634778333333,1.5,1.75,0,5,2.5,25000,2018,3
STUD_413,24,Male,Widowed,Social Service,Referral,Rural,Bachelor,31524.0,Unemployed,Low,Business,92.9,3.633217613333333,2.5,2.08,0,5,2.5,25000,2021,1
STUD_34,25,Female,Single,Journalism,Referral,Rural,Bachelor,106985.0,Part-time,Low,Science,76.2,5.668251056666667,5.0,1.14,0,5,2.5,25000,2020,1
STUD_303,21,Male,Divorced,Education,Online,Rural,Bachelor,88249.0,Employed,Low,Science,70.8,3.497259835,0.62,0.5,1,5,2.5,25000,2020,1
STUD_434,24,Female,Divorced,Journalism,Referral,Rural,Bachelor,89225.0,Part-time,High,Science,83.6,3.9748449183333334,0.75,1.89,0,5,2.5,25000,2019,3
STUD_381,29,Female,Single,Nursing,Online,Rural,High School,52522.0,Unemployed,Medium,Business,68.9,5.8607895050000005,0.0,2.79,1,5,2.5,25000,2018,2
STUD_168,20,Male,Single,Technologies,Referral,Rural,Master,31848.0,Unemployed,High,Arts,92.9,4.852429721666667,0.83,3.29,0,5,2.5,25000,2019,3
STUD_240,21,Male,Divorced,Management,In-person,Suburban,Master,55437.0,Employed,Medium,Engineering,85.5,6.617427901666667,0.67,3.59,1,5,2.5,25000,2019,2
STUD_96,29,Male,Widowed,Journalism,In-person,Urban,Bachelor,34092.0,Unemployed,High,Engineering,94.1,4.221847591666667,1.5,0.08,0,5,2.5,25000,2019,3
STUD_104,27,Male,Single,Education,Online,Rural,Bachelor,93915.0,Unemployed,High,Engineering,96.7,5.218912876666667,0.43,1.34,0,5,2.5,25000,2017,3
STUD_195,25,Female,Divorced,Agronomy,Referral,Rural,Bachelor,57869.0,Unemployed,Medium,Science,75.4,3.8561454299999998,0.43,2.92,0,5,2.5,25000,2021,2
STUD_260,19,Female,Married,Technologies,In-person,Urban,Bachelor,25127.0,Unemployed,High,Arts,81.8,5.735824708333333,0.29,3.51,1,5,2.5,25000,2018,3
STUD_222,26,Female,Divorced,Agronomy,Referral,Rural,High School,43360.0,Unemployed,Low,Engineering,66.0,4.861585553333334,1.25,2.91,1,5,2.5,25000,2020,1
STUD_326,22,Female,Widowed,Design,Referral,Rural,Bachelor,103976.0,Employed,Medium,Arts,81.4,3.7913835349999996,0.0,3.4,1,5,2.5,25000,2018,2
STUD_85,18,Male,Married,Education,Online,Rural,Bachelor,118573.0,Part-time,Low,Business,73.4,3.5669631283333336,1.2,0.26,0,5,2.5,25000,2019,1
STUD_118,25,Male,Divorced,Design,Referral,Rural,Master,76272.0,Part-time,Medium,Engineering,80.5,4.924579311666666,1.5,3.63,1,5,2.5,25000,2017,2
STUD_262,28,Female,Divorced,Design,Referral,Rural,Bachelor,53028.0,Employed,Medium,Science,82.7,6.501203921666666,0.4,1.71,0,5,2.5,25000,2018,2
STUD_389,29,Male,Divorced,Agronomy,Referral,Rural,High School,64586.0,Unemployed,Low,Business,70.4,4.033744658333333,1.0,1.97,0,5,2.5,25000,2018,1
STUD_80,25,Male,Widowed,Management,Referral,Suburban,Bachelor,108634.0,Unemployed,High,Arts,98.5,4.64377357,1.0,0.85,0,5,2.5,25000,2019,3
STUD_278,23,Female,Divorced,Agronomy,Online,Urban,PhD,26425.0,Unemployed,Low,Business,92.4,4.118195586666666,0.83,3.78,0,5,2.5,25000,2018,1
STUD_352,19,Male,Single,Nursing,In-person,Suburban,High School,90408.0,Part-time,Low,Engineering,64.3,4.42001154,0.2,1.27,0,5,2.5,25000,2018,1
STUD_302,29,Male,Divorced,Social Service,In-person,Urban,High School,51889.0,Part-time,Medium,Arts,74.0,5.400414274999999,1.33,2.86,0,5,2.5,25000,2021,2
STUD_269,19,Female,Married,Nursing,Referral,Suburban,High School,40967.0,Employed,Medium,Engineering,74.4,4.843122723333334,3.5,1.62,0,5,2.5,25000,2019,2
STUD_91,27,Female,Divorced,Journalism,Referral,Urban,High School,72365.0,Employed,Low,Science,87.6,4.743799826666667,0.57,3.27,0,5,2.5,25000,2020,1
STUD_111,25,Female,Widowed,Technologies,Online,Urban,Master,47811.0,Employed,Low,Arts,86.8,5.323016953333334,0.8,3.12,1,5,2.5,25000,2020,1
STUD_98,18,Male,Married,Nursing,Referral,Urban,Master,101539.0,Unemployed,High,Science,62.3,5.453992838333334,0.8,1.82,1,5,2.5,25000,2017,3
STUD_209,19,Male,Married,Social Service,Referral,Suburban,High School,114700.0,Unemployed,High,Engineering,79.4,6.332796269999999,0.0,3.2,1,5,2.5,25000,2019,3
STUD_105,22,Female,Divorced,Agronomy,Online,Suburban,Master,117163.0,Part-time,Low,Arts,88.3,3.334149141666667,8.0,3.97,1,5,2.5,25000,2020,1
STUD_293,25,Female,Married,Technologies,Referral,Suburban,High School,49694.0,Employed,Medium,Business,93.4,4.2015660016666665,1.0,5.335517776,1,5,2.5,25000,2021,2
STUD_314,28,Female,Married,Design,Referral,Urban,PhD,110192.0,Employed,High,Business,76.6,3.4208080316666667,1.0,2.82,1,5,2.5,25000,2018,3
STUD_250,29,Male,Married,Design,In-person,Rural,High School,60516.0,Part-time,High,Science,60.4,3.7131751016666663,2.5,2.52,0,5,2.5,25000,2021,3
STUD_216,24,Male,Single,Nursing,Online,Rural,Bachelor,73825.0,Unemployed,High,Science,92.9,4.23215064,3.0,3.76,0,5,2.5,25000,2021,3
STUD_331,28,Male,Married,Management,Online,Rural,Bachelor,77531.0,Unemployed,High,Business,62.2,4.83791512,0.43,1.64,1,5,2.5,25000,2017,3
STUD_257,21,Male,Married,Design,In-person,Suburban,Bachelor,64917.0,Unemployed,Low,Arts,70.6,6.185019695,5.0,1.01,0,5,2.5,25000,2021,1
STUD_361,25,Female,Divorced,Nursing,Referral,Suburban,Bachelor,110990.0,Employed,Low,Business,87.6,5.420257574999999,0.0,2.61,0,5,2.5,25000,2017,1
STUD_334,19,Male,Widowed,Social Service,In-person,Suburban,Bachelor,28682.0,Employed,High,Business,63.1,3.5258054433333337,2.0,0.21,1,5,2.5,25000,2018,3
STUD_67,20,Female,Widowed,Agronomy,Referral,Suburban,High School,115978.0,Part-time,Medium,Business,95.8,5.1422553466666665,0.0,3.35,1,5,2.5,25000,2019,2
STUD_160,27,Female,Widowed,Agronomy,In-person,Urban,Bachelor,64534.0,Unemployed,High,Engineering,98.6,6.353801898333334,0.71,1.33,1,5,2.5,25000,2017,3
STUD_259,22,Female,Divorced,Management,Online,Suburban,Bachelor,36588.0,Part-time,High,Engineering,87.3,6.1594600716666665,5.0,4.771569975,1,5,2.5,25000,2021,3
STUD_72,20,Male,Married,Agronomy,Referral,Urban,Bachelor,88126.0,Employed,Low,Business,62.4,4.162803993333333,0.25,3.6,1,5,2.5,25000,2021,1
STUD_359,28,Female,Divorced,Social Service,Online,Urban,Bachelor,87221.0,Unemployed,High,Science,73.8,6.4338723133333335,1.0,1.18,1,5,2.5,25000,2020,3
STUD_81,30,Female,Married,Journalism,Referral,Suburban,PhD,67658.0,Unemployed,Low,Science,93.8,6.122734964999999,0.25,2.75,1,5,2.5,25000,2019,1
STUD_316,24,Male,Divorced,Social Service,Online,Urban,PhD,115011.0,Unemployed,High,Engineering,97.4,5.771857591666667,0.5,3.06,1,5,2.5,25000,2019,3
STUD_186,22,Male,Single,Education,Online,Suburban,Bachelor,28306.0,Unemployed,Medium,Business,79.9,5.651476410000001,0.0,2.75,1,5,2.5,25000,2021,2
STUD_367,25,Female,Single,Management,Online,Rural,High School,106874.0,Unemployed,Medium,Business,91.8,6.160257530000001,1.33,2.02,0,5,2.5,25000,2017,2
STUD_408,19,Male,Widowed,Management,Online,Suburban,Master,61715.0,Unemployed,Medium,Science,77.0,4.892699875,0.62,2.07,0,5,2.5,25000,2018,2
STUD_457,21,Male,Divorced,Social Service,In-person,Urban,Bachelor,70645.0,Employed,Low,Engineering,69.6,4.9380473416666675,2.67,2.7,1,5,2.5,25000,2018,1
STUD_183,46,Male,Divorced,Education,In-person,Suburban,Bachelor,33113.0,Part-time,Low,Engineering,97.6,4.8045673933333335,0.75,2.57,1,5,2.5,25000,2018,1
STUD_375,19,Male,Single,Agronomy,Online,Suburban,Bachelor,110865.0,Unemployed,Low,Science,97.4,4.560759398333333,3.0,3.24,1,5,2.5,25000,2019,1
STUD_484,20,Female,Divorced,Technologies,Online,Suburban,Bachelor,90377.0,Employed,Low,Science,71.0,3.407264721666667,1.33,3.87,1,5,2.5,25000,2017,1
STUD_266,21,Female,Married,Nursing,Online,Suburban,Master,41734.0,Unemployed,Low,Business,74.1,5.600884978333333,0.29,2.58,1,5,2.5,25000,2020,1
STUD_9,19,Male,Single,Journalism,In-person,Suburban,Bachelor,179712.0,Unemployed,Low,Arts,91.0,9.998223388333333,0.62,3.05,0,5,2.5,25000,2017,1
STUD_127,23,Male,Single,Technologies,In-person,Suburban,High School,117251.0,Part-time,Low,Arts,94.3,4.381490726666667,0.5,1.94,1,5,2.5,25000,2021,1
STUD_489,26,Male,Divorced,Social Service,Online,Rural,High School,23688.0,Part-time,Low,Engineering,80.7,5.799311188333334,0.5,3.85,0,5,2.5,25000,2021,1
STUD_212,25,Female,Married,Design,Online,Suburban,Bachelor,109113.0,Part-time,High,Arts,73.3,3.346565925,1.0,0.41,0,5,2.5,25000,2017,3
STUD_102,22,Male,Single,Technologies,In-person,Urban,Bachelor,87864.0,Unemployed,High,Business,81.1,4.967169541666666,2.5,3.28,0,5,2.5,25000,2020,3
STUD_31,22,Male,Single,Nursing,Online,Suburban,High School,45902.0,Part-time,Medium,Science,71.4,6.449380835,0.0,3.37,1,5,2.5,25000,2017,2
STUD_488,29,Female,Divorced,Technologies,In-person,Suburban,PhD,47500.0,Part-time,Low,Arts,73.6,3.4529290949999996,0.75,1.37,0,5,2.5,25000,2019,1
STUD_308,29,Female,Widowed,Design,Referral,Urban,PhD,110574.0,Part-time,Low,Engineering,75.1,4.722219796666667,0.33,3.56,0,5,2.5,25000,2018,1
STUD_242,19,Female,Married,Agronomy,Online,Rural,Bachelor,115227.0,Employed,High,Arts,73.3,6.267284135,1.75,3.19,0,5,2.5,25000,2021,3
STUD_207,22,Female,Single,Education,In-person,Suburban,High School,38167.0,Unemployed,Low,Science,68.2,5.912647990000001,4.0,3.49,1,5,2.5,25000,2018,1
STUD_152,22,Female,Married,Management,In-person,Urban,High School,112716.0,Employed,High,Engineering,64.5,4.976338568333333,1.17,1.08,0,5,2.5,25000,2019,3
STUD_458,24,Male,Widowed,Technologies,In-person,Suburban,Bachelor,65735.0,Part-time,Low,Engineering,60.8,6.214974001666667,1.25,1.94,1,5,2.5,25000,2019,1
STUD_179,29,Female,Widowed,Social Service,Online,Rural,Bachelor,42594.0,Employed,High,Science,75.2,4.611605761666667,0.4,3.35,1,5,2.5,25000,2019,3
STUD_223,23,Male,Single,Management,Referral,Urban,Master,48853.0,Part-time,Low,Arts,71.0,5.617783113333333,2.67,3.17,0,5,2.5,25000,2018,1
STUD_101,23,Male,Widowed,Education,Referral,Suburban,PhD,63049.0,Unemployed,Medium,Science,84.5,6.228182138333334,1.14,1.35,1,5,2.5,25000,2017,2
STUD_322,27,Male,Widowed,Technologies,Online,Rural,Master,76359.0,Employed,Medium,Arts,84.2,6.363897576666667,0.33,0.55,1,5,2.5,25000,2018,2
STUD_252,29,Male,Married,Agronomy,Online,Urban,PhD,70294.0,Unemployed,Medium,Science,94.5,4.623679178333333,4.0,1.03,0,5,2.5,25000,2021,2
STUD_245,20,Male,Divorced,Social Service,Referral,Urban,High School,104651.0,Employed,Medium,Engineering,77.9,3.3937566883333337,0.0,3.82,1,5,2.5,25000,2019,2
STUD_151,29,Male,Married,Nursing,Referral,Rural,Master,59828.0,Part-time,Low,Science,71.1,4.478174888333333,6.0,5.180011622,1,5,2.5,25000,2018,1
STUD_297,26,Male,Married,Education,In-person,Urban,PhD,115389.0,Employed,High,Engineering,67.3,3.4844268,0.5,0.77,0,5,2.5,25000,2017,3
STUD_233,30,Male,Widowed,Technologies,In-person,Rural,Master,40616.0,Employed,Medium,Science,77.1,4.72977314,1.67,3.58,1,5,2.5,25000,2020,2
STUD_37,29,Female,Widowed,Technologies,In-person,Suburban,Bachelor,116010.0,Part-time,Medium,Arts,62.1,3.5052718283333335,5.0,1.42,0,5,2.5,25000,2021,2
STUD_423,30,Male,Single,Technologies,Referral,Rural,PhD,75494.0,Unemployed,Medium,Business,78.9,6.266314028333334,0.0,1.19,1,5,2.5,25000,2019,2
STUD_46,19,Male,Single,Agronomy,In-person,Rural,Bachelor,82756.0,Employed,High,Engineering,71.7,5.207594835,1.75,2.85,0,5,2.5,25000,2018,3
STUD_97,20,Male,Single,Social Service,Online,Suburban,Bachelor,42215.0,Employed,Low,Business,99.1,5.839809233333334,0.5,0.21,1,5,2.5,25000,2020,1
STUD_100,28,Male,Single,Technologies,In-person,Suburban,Bachelor,51232.0,Employed,Medium,Business,97.7,4.242040836666667,0.86,3.31,0,5,2.5,25000,2019,2
STUD_451,30,Female,Single,Agronomy,In-person,Suburban,Master,41890.0,Employed,Low,Business,72.2,4.855935596666667,0.43,1.36,0,5,2.5,25000,2021,1
STUD_440,29,Male,Widowed,Technologies,In-person,Rural,High School,63772.0,Unemployed,Medium,Arts,69.0,4.5593141600000004,3.5,3.66,0,5,2.5,25000,2020,2
STUD_70,26,Male,Single,Agronomy,Online,Rural,PhD,80648.0,Unemployed,Medium,Business,60.8,6.006024951666666,0.29,2.14,0,5,2.5,25000,2020,2
STUD_451,30,Female,Single,Agronomy,In-person,Suburban,Master,41890.0,Employed,Low,Business,72.2,4.855935596666667,0.43,1.36,0,5,2.5,25000,2021,1
STUD_365,18,Male,Widowed,Social Service,Online,Urban,Bachelor,119063.0,Employed,Medium,Science,67.2,5.238837836666667,,5.766594135,0,5,2.5,25000,2018,2
STUD_113,25,Female,Married,Social Service,In-person,Suburban,Bachelor,70681.0,Employed,High,Engineering,73.4,4.18640588,0.29,2.95,0,5,2.5,25000,2017,3
STUD_44,23,Male,Widowed,Nursing,Referral,Rural,Master,64686.0,Employed,High,Arts,84.1,3.5087283866666663,0.5,1.95,0,5,2.5,25000,2021,3
STUD_271,25,Female,Widowed,Technologies,Referral,Suburban,High School,44439.0,Employed,Low,Engineering,62.2,3.427668285,2.0,3.63,0,5,2.5,25000,2019,1
STUD_300,21,Male,Widowed,Nursing,Referral,Rural,High School,21788.0,Employed,Low,Business,70.0,4.178741188333333,1.0,1.11,1,5,2.5,25000,2021,1
STUD_238,18,Male,Single,Agronomy,Online,Suburban,Bachelor,65665.0,Unemployed,Medium,Science,99.9,4.122330776666667,0.5,1.55,1,5,2.5,25000,2021,2
STUD_301,26,Female,Single,Journalism,Referral,Rural,Bachelor,34166.0,Part-time,Low,Science,98.4,4.548683403333333,,5.275252401,0,5,2.5,25000,2018,1
STUD_380,28,Female,Single,Technologies,Online,Suburban,Bachelor,72086.0,Unemployed,High,Science,95.5,3.7581400250000003,1.0,2.16,0,5,2.5,25000,2018,3
STUD_200,24,Male,Widowed,Nursing,Referral,Suburban,PhD,59252.0,Part-time,Low,Engineering,93.6,3.4681467099999996,0.5,3.25,0,5,2.5,25000,2020,1
STUD_436,29,Male,Married,Management,In-person,Urban,Master,34561.0,Employed,High,Science,92.9,4.3002474799999995,,5.796321517,0,5,2.5,25000,2018,3
STUD_249,28,Female,Widowed,Technologies,Online,Urban,PhD,36850.0,Part-time,Low,Engineering,79.0,5.469731015,0.0,0.43,1,5,2.5,25000,2019,1
STUD_263,21,Male,Divorced,Agronomy,Online,Urban,High School,67171.0,Part-time,High,Arts,71.7,5.780056943333332,0.12,3.08,1,5,2.5,25000,2019,3
STUD_157,30,Male,Divorced,Design,Online,Rural,PhD,118741.0,Part-time,Medium,Science,85.7,6.359019278333333,4.0,5.03115097,0,5,2.5,25000,2019,2
STUD_103,23,Male,Single,Management,In-person,Suburban,Bachelor,105228.0,Unemployed,Medium,Engineering,86.8,5.896687738333334,7.0,2.5,0,5,2.5,25000,2018,2
STUD_281,25,Female,Single,Nursing,In-person,Rural,Master,75495.0,Part-time,Low,Science,79.2,3.7313245883333335,0.0,3.84,1,5,2.5,25000,2019,1
STUD_251,24,Male,Single,Social Service,In-person,Suburban,Bachelor,63352.0,Unemployed,Medium,Business,89.1,3.4260672533333336,8.0,1.33,0,5,2.5,25000,2020,2
STUD_95,45,Female,Single,Nursing,In-person,Rural,Master,28896.0,Unemployed,Low,Business,71.1,6.343284486666666,0.5,1.99,1,5,2.5,25000,2019,1
